Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
2026352035,2016-04-23,12357,7.71,0.0,0.0,7.71,0,0,432,458,1916
2026352035,2016-04-24,3490,2.16,0.0,0.0,2.16,0,0,164,704,1401
2026352035,2016-04-25,6017,3.73,0.0,0.0,3.73,0,0,260,821,1576
2026352035,2016-04-26,5933,3.68,0.0,0.0,3.68,0,0,288,1018,1595
2026352035,2016-04-27,6088,3.77,0.0,0.0,3.77,0,0,286,586,1593
2026352035,2016-04-28,6375,3.95,0.0,0.0,3.95,0,0,331,626,1649
2026352035,2016-04-29,7604,4.71,0.0,0.0,4.71,0,0,352,492,1692
2026352035,2016-04-30,4729,2.93,0.0,0.0,2.93,0,0,233,594,1506
2026352035,2016-05-01,3609,2.28,0.0,0.0,2.28,0,0,191,716,1447
2026352035,2016-05-02,7018,4.35,0.0,0.0,4.35,0,0,355,716,1690
2026352035,2016-05-03,5992,3.72,0.0,0.0,3.72,0,0,304,981,1604
2026352035,2016-05-04,6564,4.07,0.0,0.0,4.07,0,0,345,530,1658
2026352035,2016-05-05,12167,7.54,0.0,0.0,7.54,0,0,475,479,1926
2026352035,2016-05-06,8198,5.08,0.0,0.0,5.08,0,0,383,511,1736
2026352035,2016-05-07,4193,2.6,0.0,0.0,2.6,0,0,229,665,1491
2026352035,2016-05-08,5528,3.45,0.0,0.0,3.45,0,0,258,610,1555
2026352035,2016-05-09,10685,6.62,0.0,0.0,6.6,0,0,401,543,1869
2026352035,2016-05-10,254,0.16,0.0,0.0,0.16,0,0,17,1002,1141
2026352035,2016-05-11,8580,5.32,0.0,0.0,5.32,0,0,330,569,1698
2026352035,2016-05-12,8891,5.51,0.0,0.0,5.51,0,0,343,330,1364
2320127002,2016-04-12,10725,7.49,1.17,0.31,6.01,13,9,306,1112,2124
2320127002,2016-04-13,7275,4.9,0.0,0.0,4.9,0,0,335,1105,2003
2320127002,2016-04-14,3973,2.68,0.0,0.0,2.68,0,0,191,1249,1696
2320127002,2016-04-15,5205,3.51,0.0,0.0,3.51,0,0,245,1195,1801
2320127002,2016-04-16,5057,3.41,0.0,0.0,3.4,0,0,195,1245,1724
2320127002,2016-04-17,6198,4.18,0.0,0.0,4.18,0,0,249,1191,1852
2320127002,2016-04-18,6559,4.42,0.0,0.26,4.14,0,7,260,1173,1905
2320127002,2016-04-19,5997,4.04,0.0,0.38,3.66,0,11,228,1201,1811
2320127002,2016-04-20,7192,4.85,0.0,0.49,4.34,0,11,283,1146,1922
2320127002,2016-04-21,3404,2.29,0.06,0.42,1.81,1,10,127,1302,1610
2320127002,2016-04-22,5583,3.76,0.0,0.0,3.76,0,0,266,1174,1851
2320127002,2016-04-23,5079,3.42,0.0,0.0,3.42,0,0,242,1129,1804
2320127002,2016-04-24,4165,2.81,0.0,0.0,2.8,0,0,204,1236,1725
2320127002,2016-04-25,3588,2.42,0.23,0.2,1.99,3,5,152,1280,1654
2320127002,2016-04-26,3409,2.3,0.0,0.0,2.3,0,0,147,1293,1632
2320127002,2016-04-27,1715,1.16,0.0,0.0,1.16,0,0,82,1358,1481
2320127002,2016-04-28,1532,1.03,0.0,0.0,1.03,0,0,76,1364,1473
2320127002,2016-04-29,924,0.62,0.0,0.0,0.62,0,0,45,1395,1410
2320127002,2016-04-30,4571,3.08,0.0,0.0,3.07,0,0,234,1206,1779
2320127002,2016-05-01,772,0.52,0.0,0.0,0.52,0,0,40,1400,1403
2320127002,2016-05-02,3634,2.45,0.36,0.21,1.88,5,6,123,1306,1613
2320127002,2016-05-03,7443,5.02,1.49,0.37,3.16,20,10,206,1204,1878
2320127002,2016-05-04,1201,0.81,0.0,0.0,0.81,0,0,52,1388,1426
2320127002,2016-05-05,5202,3.51,0.0,0.39,3.11,0,11,223,1206,1780
2320127002,2016-05-06,4878,3.29,0.0,0.0,3.29,0,0,204,1236,1742
2320127002,2016-05-07,7379,4.97,0.0,0.0,4.97,0,0,319,1121,1972
2320127002,2016-05-08,5161,3.48,0.0,0.0,3.47,0,0,247,1193,1821
2320127002,2016-05-09,3090,2.08,0.0,0.0,2.08,0,0,145,1295,1630
2320127002,2016-05-10,6227,4.2,0.0,0.0,4.2,0,0,290,1150,1899
2320127002,2016-05-11,6424,4.33,0.0,0.0,4.33,0,0,300,1140,1903
2320127002,2016-05-12,2661,1.79,0.0,0.0,1.79,0,0,128,830,1125
2347167796,2016-04-12,10113,6.83,2.0,0.62,4.2,28,13,320,964,2344
2347167796,2016-04-13,10352,7.01,1.66,1.94,3.41,19,32,195,676,2038
2347167796,2016-04-14,10129,6.7,0.02,2.74,3.94,1,48,206,705,2010
2347167796,2016-04-15,10465,6.92,0.07,1.42,5.43,1,24,284,720,2133
2347167796,2016-04-16,22244,15.08,5.45,4.1,5.53,66,72,268,968,2670
2347167796,2016-04-17,5472,3.62,0.08,0.28,3.26,1,7,249,508,1882
2347167796,2016-04-18,8247,5.45,0.79,0.86,3.79,11,16,206,678,1944
2347167796,2016-04-19,6711,4.44,0.0,0.0,4.44,0,7,382,648,2346
2347167796,2016-04-20,10999,7.27,0.68,1.81,4.78,11,43,269,1011,2198
2347167796,2016-04-21,10080,6.75,1.85,1.53,3.38,23,26,208,761,2048
2347167796,2016-04-22,7804,5.16,0.56,1.68,2.92,9,27,206,781,1946
2347167796,2016-04-23,16901,11.37,2.78,1.45,7.15,32,35,360,591,2629
2347167796,2016-04-24,9471,6.26,0.0,0.0,6.26,0,0,360,584,2187
2347167796,2016-04-25,9482,6.38,1.27,0.52,4.6,15,11,277,653,2095
2347167796,2016-04-26,5980,3.95,0.0,0.0,3.95,0,0,227,732,1861
2347167796,2016-04-27,11423,7.58,1.86,0.4,5.32,26,9,295,623,2194
2347167796,2016-04-28,5439,3.6,0.0,0.0,3.6,0,0,229,764,1854
2347167796,2016-04-29,42,0.03,0.0,0.0,0.03,0,0,4,2,403
2873212765,2016-04-12,8796,5.91,0.11,0.93,4.88,2,21,356,1061,1982
2873212765,2016-04-13,7618,5.12,0.0,0.22,4.88,0,8,404,1028,2004
2873212765,2016-04-14,7910,5.32,0.0,0.0,5.32,0,0,331,1109,1893
2873212765,2016-04-15,8482,5.7,0.0,0.0,5.69,0,0,448,992,2063
2873212765,2016-04-16,9685,6.65,3.11,0.02,3.51,47,1,305,1087,2148
2873212765,2016-04-17,2524,1.7,0.0,0.35,1.34,0,8,160,1272,1529
2873212765,2016-04-18,7762,5.24,0.07,0.28,4.89,1,6,311,1122,1890
2873212765,2016-04-19,7948,5.37,0.0,0.0,5.36,0,0,389,1051,1956
2873212765,2016-04-20,9202,6.3,1.51,0.12,4.66,22,5,378,1035,2094
2873212765,2016-04-21,8859,5.98,0.13,0.37,5.47,2,10,371,1057,1970
2873212765,2016-04-22,7286,4.9,0.46,0.0,4.42,46,0,366,1028,2241
2873212765,2016-04-23,9317,6.35,2.09,0.23,4.02,28,5,330,1077,2021
2873212765,2016-04-24,6873,4.68,3.0,0.06,1.62,46,1,190,1203,1898
2873212765,2016-04-25,7373,4.95,0.0,0.0,4.95,0,0,359,1081,1907
2873212765,2016-04-26,8242,5.54,0.12,0.18,5.24,2,5,309,1124,1882
2873212765,2016-04-27,3516,2.36,0.0,0.0,2.36,46,0,197,1197,1966
2873212765,2016-04-28,7913,5.41,2.16,0.34,2.91,28,7,213,1192,1835
2873212765,2016-04-29,7365,4.95,1.36,1.41,2.18,20,23,206,1191,1780
2873212765,2016-04-30,8452,5.68,0.33,1.08,4.26,5,20,248,1167,1830
2873212765,2016-05-01,7399,4.97,0.49,1.04,3.44,7,18,196,1219,1739
2873212765,2016-05-02,7525,5.06,0.0,0.21,4.83,0,7,334,1099,1878
2873212765,2016-05-03,7412,4.98,0.06,0.25,4.66,1,6,363,1070,1906
2873212765,2016-05-04,8278,5.56,0.0,0.0,5.56,0,0,420,1020,2015
2873212765,2016-05-05,8314,5.61,0.78,0.8,4.03,13,23,311,1093,1971
2873212765,2016-05-06,7063,4.75,0.0,0.12,4.61,0,5,370,1065,1910
2873212765,2016-05-07,4940,3.38,2.28,0.55,0.55,75,11,52,1302,1897
2873212765,2016-05-08,8168,5.54,2.9,0.0,2.64,46,0,326,1068,2096
2873212765,2016-05-09,7726,5.19,0.0,0.0,5.19,0,0,345,1095,1906
2873212765,2016-05-10,8275,5.56,0.0,0.0,5.55,0,0,373,1067,1962
2873212765,2016-05-11,6440,4.33,0.0,0.0,4.32,0,0,319,1121,1826
2873212765,2016-05-12,7566,5.11,0.0,0.0,5.11,0,0,268,720,1431
3372868164,2016-04-12,4747,3.24,0.0,0.0,3.23,0,0,280,1160,1788
3372868164,2016-04-13,9715,6.63,0.99,0.34,5.27,16,8,371,1045,2093
3372868164,2016-04-14,8844,6.03,0.34,1.03,4.65,6,25,370,1039,2065
3372868164,2016-04-15,7451,5.08,0.0,0.0,5.06,0,0,335,1105,1908
3372868164,2016-04-16,6905,4.73,0.0,0.0,4.7,0,0,356,1084,1908
3372868164,2016-04-17,8199,5.88,1.41,0.1,4.36,11,2,322,1105,1964
3372868164,2016-04-18,6798,4.64,1.08,0.2,3.35,20,7,343,1070,2014
3372868164,2016-04-19,7711,5.26,0.0,0.0,5.24,0,0,376,1064,1985
3372868164,2016-04-20,4880,3.33,0.84,0.09,2.38,15,3,274,1148,1867
3372868164,2016-04-21,8857,6.07,1.15,0.26,4.64,18,9,376,1037,2124
3372868164,2016-04-22,3843,2.62,0.0,0.0,2.61,0,0,206,1234,1669
3372868164,2016-04-23,7396,5.07,1.4,0.08,3.58,20,2,303,1115,1995
3372868164,2016-04-24,6731,4.59,0.89,0.19,3.49,14,7,292,1127,1921
3372868164,2016-04-25,5995,4.09,0.0,0.0,4.09,0,0,416,1024,2010
3372868164,2016-04-26,8283,5.79,1.85,0.05,3.87,22,2,333,1083,2057
3372868164,2016-04-27,7904,5.42,1.58,0.63,3.19,24,13,346,1057,2095
3372868164,2016-04-28,5512,3.76,0.0,0.0,3.76,0,0,385,1055,1972
3372868164,2016-04-29,9135,6.23,0.0,0.0,6.22,0,0,402,1038,2044
3372868164,2016-04-30,5250,3.58,1.06,0.09,2.42,17,4,300,1119,1946
3372868164,2016-05-01,3077,2.1,0.0,0.0,2.09,0,0,172,842,1237
3977333714,2016-04-12,8856,5.98,3.06,0.91,2.01,44,19,131,777,1450
3977333714,2016-04-13,10035,6.71,2.03,2.13,2.55,31,46,153,754,1495
3977333714,2016-04-14,7641,5.11,0.32,0.97,3.82,5,23,214,801,1433
3977333714,2016-04-15,9010,6.06,1.05,1.75,3.26,15,42,183,644,1468
3977333714,2016-04-16,13459,9.0,2.03,4.0,2.97,31,83,153,663,1625
3977333714,2016-04-17,10415,6.97,0.7,2.35,3.92,11,58,205,600,1529
3977333714,2016-04-18,11663,7.8,0.25,3.73,3.82,4,95,214,605,1584
3977333714,2016-04-19,12414,8.78,2.24,2.45,3.96,19,67,221,738,1638
3977333714,2016-04-20,11658,7.83,0.2,4.35,3.28,2,98,164,845,1554
3977333714,2016-04-21,6093,4.08,0.0,0.0,4.06,0,0,242,712,1397
3977333714,2016-04-22,8911,5.96,2.33,0.58,3.06,33,12,188,731,1481
3977333714,2016-04-23,12058,8.07,0.0,4.22,3.85,0,92,252,724,1638
3977333714,2016-04-24,14112,10.0,3.27,4.56,2.17,30,95,129,660,1655
3977333714,2016-04-25,11177,8.48,5.62,0.43,2.41,50,9,133,781,1570
3977333714,2016-04-26,11388,7.62,0.45,4.22,2.95,7,95,170,797,1551
3977333714,2016-04-27,7193,5.04,0.0,0.42,4.62,0,10,176,714,1377
3977333714,2016-04-28,7114,4.88,1.37,0.29,3.22,15,8,190,804,1407
3977333714,2016-04-29,10645,7.75,3.74,1.3,2.71,36,32,150,744,1545
3977333714,2016-04-30,13238,9.2,3.69,2.1,3.41,43,52,194,687,1650
3977333714,2016-05-01,10414,7.07,2.67,1.98,2.41,41,40,124,691,1501
3977333714,2016-05-02,16520,11.05,1.54,6.48,3.02,24,143,176,713,1760
3977333714,2016-05-03,14335,9.59,3.32,1.74,4.53,47,41,258,594,1710
3977333714,2016-05-04,13559,9.44,1.81,4.58,2.89,14,96,142,852,1628
3977333714,2016-05-05,12312,8.58,1.76,4.11,2.71,14,88,178,680,1618
3977333714,2016-05-06,11677,8.28,3.11,2.51,2.67,29,55,168,676,1590
3977333714,2016-05-07,11550,7.73,0.0,4.13,3.59,0,86,208,703,1574
3977333714,2016-05-08,13585,9.09,0.68,5.24,3.17,9,116,171,688,1633
3977333714,2016-05-09,14687,10.08,0.77,5.6,3.55,8,122,151,1159,1667
3977333714,2016-05-10,13072,8.78,0.07,5.4,3.31,1,115,196,676,1630
3977333714,2016-05-11,746,0.5,0.37,0.0,0.13,4,0,9,13,52
4020332650,2016-04-12,8539,6.12,0.15,0.24,5.68,4,15,331,712,3654
4020332650,2016-04-13,0,0.0,0.0,0.0,0.0,0,0,0,1440,1981
4020332650,2016-04-14,108,0.08,0.0,0.0,0.03,0,0,3,1437,2011
4020332650,2016-04-15,1882,1.35,0.21,0.36,0.77,36,18,87,1299,2951
4020332650,2016-04-16,1982,1.42,0.45,0.37,0.59,65,21,55,1222,3051
4020332650,2016-04-17,16,0.01,0.0,0.0,0.01,0,0,2,1438,1990
4020332650,2016-04-18,62,0.04,0.0,0.0,0.04,0,0,2,1438,1995
4020332650,2016-04-19,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-20,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-21,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-22,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-23,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-24,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-25,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-26,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-27,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-28,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-29,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-04-30,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-05-01,0,0.0,0.0,0.0,0.0,0,0,0,1440,1980
4020332650,2016-05-02,475,0.34,0.0,0.04,0.29,0,11,31,1350,2207
4020332650,2016-05-03,4496,3.22,0.0,0.0,3.15,0,0,174,950,2828
4020332650,2016-05-04,10252,7.35,0.67,1.04,5.58,13,46,346,531,3879
4020332650,2016-05-05,11728,8.43,2.62,1.68,4.04,38,42,196,916,3429
4020332650,2016-05-06,4369,3.13,0.0,0.0,3.1,0,0,177,855,2704
4020332650,2016-05-07,6132,4.4,0.0,0.0,3.58,0,0,184,1256,2975
4020332650,2016-05-08,5862,4.2,0.0,0.0,4.15,0,0,263,775,3089
4020332650,2016-05-09,4556,3.27,0.2,0.12,2.94,3,5,173,1225,2785
4020332650,2016-05-10,5546,3.98,0.0,0.0,3.87,0,0,206,774,2926
4020332650,2016-05-11,3689,2.65,0.11,0.17,2.33,2,8,134,1296,2645
4020332650,2016-05-12,590,0.42,0.0,0.0,0.41,0,0,21,721,1120
4057192912,2016-04-12,5394,4.03,0.0,0.0,3.94,0,0,164,1276,2286
4057192912,2016-04-13,5974,4.47,0.0,0.0,4.37,0,0,160,1280,2306
4057192912,2016-04-14,0,0.0,0.0,0.0,0.0,0,0,0,1440,1776
4057192912,2016-04-15,3984,2.95,0.21,0.26,2.44,3,6,88,873,1527
4319703577,2016-04-12,7753,5.2,0.0,0.0,0.0,0,0,0,1440,2115
4319703577,2016-04-13,8204,5.5,0.53,0.59,1.31,8,15,96,1234,2135
4319703577,2016-04-14,10210,6.88,0.11,0.33,6.44,1,9,339,589,2302
4319703577,2016-04-15,5664,3.8,0.0,0.0,3.8,0,0,228,752,1985
4319703577,2016-04-16,4744,3.18,0.0,0.0,3.18,0,0,194,724,1884
4319703577,2016-04-17,29,0.02,0.0,0.0,0.02,0,0,3,1363,1464
4319703577,2016-04-18,2276,1.55,0.07,0.33,1.12,1,9,58,824,1632
4319703577,2016-04-19,8925,5.99,0.0,0.0,5.99,0,0,311,604,2200
4319703577,2016-04-20,8954,6.01,0.0,0.68,5.31,0,18,306,671,2220
4319703577,2016-04-21,3702,2.48,0.0,0.0,0.35,0,0,34,1265,1792
4319703577,2016-04-22,4500,3.02,0.06,0.81,2.15,1,19,176,709,1886
4319703577,2016-04-23,4935,3.31,0.0,0.0,3.31,0,0,233,546,1945
4319703577,2016-04-24,4081,2.74,0.06,0.2,2.47,1,5,191,692,1880
4319703577,2016-04-25,9259,6.21,0.0,0.28,5.93,0,8,390,544,2314
4319703577,2016-04-26,9899,6.64,0.57,0.92,5.15,8,21,288,649,2236
4319703577,2016-04-27,10780,7.23,0.41,1.92,4.91,6,47,300,680,2324
4319703577,2016-04-28,10817,7.28,1.01,0.33,5.94,13,8,359,552,2367
4319703577,2016-04-29,7990,5.36,0.45,0.79,4.12,6,18,289,624,2175
4319703577,2016-04-30,8221,5.52,0.4,1.61,3.51,6,38,196,695,2092
4319703577,2016-05-01,1251,0.84,0.0,0.0,0.84,0,0,67,836,1593
4319703577,2016-05-02,9261,6.24,0.0,0.44,5.71,0,11,344,585,2270
4319703577,2016-05-03,9648,6.47,0.58,1.07,4.83,8,26,287,669,2235
4319703577,2016-05-04,10429,7.02,0.59,0.58,5.85,8,13,313,1106,2282
4319703577,2016-05-05,13658,9.49,2.63,1.41,5.45,27,34,328,957,2530
4319703577,2016-05-06,9524,6.42,0.41,0.47,5.46,6,11,314,692,2266
4319703577,2016-05-07,7937,5.33,0.19,1.05,4.08,3,28,279,586,2158
4319703577,2016-05-08,3672,2.46,0.0,0.0,2.46,0,0,153,603,1792
4319703577,2016-05-09,10378,6.96,0.14,0.56,6.25,2,14,374,490,2345
4319703577,2016-05-10,9487,6.37,0.21,0.46,5.7,3,12,329,555,2260
4319703577,2016-05-11,9129,6.13,0.2,0.74,5.18,3,18,311,574,2232
4319703577,2016-05-12,17,0.01,0.0,0.0,0.01,0,0,2,0,257
4388161847,2016-04-12,10122,7.78,0.0,0.0,0.0,0,0,0,1440,2955
4388161847,2016-04-13,10993,8.45,0.06,0.63,3.88,1,14,150,1275,3092
4388161847,2016-04-14,8863,6.82,0.13,1.07,5.62,10,35,219,945,2998
4388161847,2016-04-15,8758,6.73,0.0,0.0,6.73,0,0,299,837,3066
4388161847,2016-04-16,6580,5.06,0.21,0.4,4.45,6,9,253,609,3073
4388161847,2016-04-17,4660,3.58,0.0,0.0,3.58,0,0,201,721,2572
4388161847,2016-04-18,11009,9.1,3.56,0.4,5.14,27,8,239,1017,3274
4388161847,2016-04-19,10181,7.83,1.37,0.69,5.77,20,16,249,704,3015
4388161847,2016-04-20,10553,8.12,1.1,1.72,5.29,19,42,228,696,3083
4388161847,2016-04-21,10055,7.73,0.37,0.39,6.98,7,12,272,853,3069
4388161847,2016-04-22,12139,9.34,3.3,1.11,4.92,77,25,220,945,3544
4388161847,2016-04-23,13236,10.18,4.5,0.32,5.35,58,5,215,749,3306
4388161847,2016-04-24,10243,7.88,1.08,0.51,6.3,14,8,239,584,2885
4388161847,2016-04-25,12961,9.97,0.73,1.4,7.84,11,31,301,1054,3288
4388161847,2016-04-26,9461,7.28,0.94,1.06,5.27,14,23,224,673,2929
4388161847,2016-04-27,11193,8.61,0.7,2.51,5.39,11,48,241,684,3074
4388161847,2016-04-28,10074,7.75,1.29,0.43,6.03,19,9,234,878,2969
4388161847,2016-04-29,9232,7.1,0.8,0.89,5.42,13,16,236,1175,2979
4388161847,2016-04-30,12533,9.64,0.7,2.0,6.94,14,43,300,537,3283
4388161847,2016-05-01,10255,7.89,1.01,0.68,6.2,12,15,241,579,2926
4388161847,2016-05-02,10096,8.4,3.77,0.08,4.55,33,4,204,935,3147
4388161847,2016-05-03,12727,9.79,1.13,0.78,7.88,18,18,306,984,3290
4388161847,2016-05-04,12375,9.52,2.79,0.93,5.8,35,21,251,632,3162
4388161847,2016-05-05,9603,7.38,0.63,1.67,5.09,12,39,199,896,2899
4388161847,2016-05-06,13175,10.13,2.11,2.09,5.93,33,45,262,1100,3425
4388161847,2016-05-07,22770,17.54,9.45,2.77,5.33,120,56,260,508,4022
4388161847,2016-05-08,17298,14.38,9.89,1.26,3.23,107,38,178,576,3934
4388161847,2016-05-09,10218,7.86,0.34,0.73,6.79,6,19,258,1020,3013
4388161847,2016-05-10,10299,7.92,0.81,0.65,6.46,13,14,267,648,3061
4388161847,2016-05-11,10201,7.84,0.53,0.79,6.53,8,18,256,858,2954
4388161847,2016-05-12,3369,2.59,0.0,0.0,2.59,0,0,108,825,1623
4445114986,2016-04-12,3276,2.2,0.0,0.0,2.2,0,0,196,787,2113
4445114986,2016-04-13,2961,1.99,0.0,0.0,1.99,0,0,194,840,2095
4445114986,2016-04-14,3974,2.67,0.0,0.0,2.67,0,0,231,717,2194
4445114986,2016-04-15,7198,4.83,0.0,0.0,4.83,0,0,350,711,2496
4445114986,2016-04-16,3945,2.65,0.0,0.0,2.65,0,0,225,716,2180
4445114986,2016-04-17,2268,1.52,0.0,0.0,1.52,0,0,114,1219,1933
4445114986,2016-04-18,6155,4.24,2.0,0.29,1.95,25,6,162,1247,2248
4445114986,2016-04-19,2064,1.39,0.0,0.0,1.39,0,0,121,895,1954
4445114986,2016-04-20,2072,1.39,0.0,0.0,1.39,0,0,137,841,1974
4445114986,2016-04-21,3809,2.56,0.0,0.0,2.54,0,0,215,756,2150
4445114986,2016-04-22,6831,4.58,0.0,0.0,4.58,0,0,317,706,2432
4445114986,2016-04-23,4363,2.93,0.0,0.0,2.93,0,0,201,1239,2149
4445114986,2016-04-24,5002,3.36,0.0,0.0,3.36,0,0,244,1196,2247
4445114986,2016-04-25,3385,2.27,0.0,0.0,2.27,0,0,179,916,2070
4445114986,2016-04-26,6326,4.41,2.41,0.04,1.96,29,1,180,839,2291
4445114986,2016-04-27,7243,5.03,2.62,0.03,2.38,32,1,194,839,2361
4445114986,2016-04-28,4493,3.01,0.0,0.0,3.01,0,0,236,762,2203
4445114986,2016-04-29,4676,3.14,0.0,0.0,3.13,0,0,226,1106,2196
4445114986,2016-04-30,6222,4.18,0.0,0.0,4.18,0,0,290,797,2363
4445114986,2016-05-01,5232,3.51,0.0,0.0,3.51,0,0,240,741,2246
4445114986,2016-05-02,6910,4.75,2.21,0.19,2.35,27,4,200,667,2336
4445114986,2016-05-03,7502,5.18,2.48,0.11,2.58,30,2,233,725,2421
4445114986,2016-05-04,2923,1.96,0.0,0.0,1.96,0,0,180,897,2070
4445114986,2016-05-05,3800,2.55,0.12,0.24,2.18,2,6,185,734,2120
4445114986,2016-05-06,4514,3.03,0.0,0.0,3.03,0,0,229,809,2211
4445114986,2016-05-07,5183,3.59,2.13,0.19,1.25,26,4,108,866,2123
4445114986,2016-05-08,7303,4.9,0.0,0.25,4.65,0,8,308,733,2423
4445114986,2016-05-09,5275,3.54,0.0,0.0,3.54,0,0,266,641,2281
4445114986,2016-05-10,3915,2.63,0.0,0.0,2.63,0,0,231,783,2181
4445114986,2016-05-11,9105,6.11,2.25,1.0,2.86,34,22,232,622,2499
4445114986,2016-05-12,768,0.52,0.0,0.0,0.52,0,0,58,380,1212
4558609924,2016-04-12,5135,3.39,0.0,0.0,3.39,0,0,318,1122,1909
4558609924,2016-04-13,4978,3.29,1.24,0.44,1.61,19,7,127,1287,1722
4558609924,2016-04-14,6799,4.49,0.0,0.0,4.49,0,0,279,1161,1922
4558609924,2016-04-15,7795,5.15,0.59,0.84,3.73,17,30,262,1131,2121
4558609924,2016-04-16,7289,4.82,0.55,0.75,3.5,8,12,308,1112,1997
4558609924,2016-04-17,9634,6.4,0.55,1.14,4.71,7,19,304,1110,2117
4558609924,2016-04-18,8940,5.91,0.98,0.93,4.0,14,15,331,1080,2116
4558609924,2016-04-19,5401,3.57,0.05,0.36,3.16,1,9,248,1182,1876
4558609924,2016-04-20,4803,3.17,0.0,0.0,3.17,0,0,222,1218,1788
4558609924,2016-04-21,13743,9.08,0.42,0.97,7.7,6,21,432,844,2486
4558609924,2016-04-22,9601,6.35,1.37,1.5,3.47,20,25,273,1122,2094
4558609924,2016-04-23,6890,4.55,0.34,0.2,4.01,5,5,308,1122,2085
4558609924,2016-04-24,8563,5.66,0.0,0.0,5.65,0,0,395,1045,2173
4558609924,2016-04-25,8095,5.35,0.59,0.25,4.51,18,10,340,993,2225
4558609924,2016-04-26,9148,6.05,0.43,2.03,3.59,12,41,283,1062,2223
4558609924,2016-04-27,9557,6.32,1.96,0.89,3.46,27,14,312,1087,2098
4558609924,2016-04-28,9451,6.25,0.02,0.27,5.95,1,11,367,985,2185
4558609924,2016-04-29,7833,5.18,1.02,1.85,2.31,15,29,197,1096,1918
4558609924,2016-04-30,10319,6.82,0.47,1.89,4.46,7,29,293,1111,2105
4558609924,2016-05-01,3428,2.27,0.0,0.0,2.27,0,0,190,1121,1692
4558609924,2016-05-02,7891,5.22,0.0,0.0,5.22,0,0,383,1057,2066
4558609924,2016-05-03,5267,3.48,0.6,0.28,2.6,21,10,237,1172,1953
4558609924,2016-05-04,5232,3.46,0.0,0.0,3.46,0,0,252,1188,1842
4558609924,2016-05-05,10611,7.01,1.01,0.5,5.51,14,8,370,1048,2262
4558609924,2016-05-06,3755,2.48,0.0,0.0,2.48,0,0,202,1238,1722
4558609924,2016-05-07,8237,5.44,1.61,1.0,2.83,23,16,233,1116,1973
4558609924,2016-05-08,6543,4.33,1.8,0.5,2.02,66,35,238,1019,2666
4558609924,2016-05-09,11451,7.57,0.43,1.62,5.52,6,30,339,1065,2223
4558609924,2016-05-10,6435,4.25,0.74,1.12,2.39,11,18,220,1191,1889
4558609924,2016-05-11,9108,6.02,0.26,1.82,3.94,4,31,324,1081,2131
4558609924,2016-05-12,6307,4.17,0.0,0.0,4.17,0,0,247,736,1452
4702921684,2016-04-12,7213,5.88,0.0,0.0,5.85,0,0,263,718,2947
4702921684,2016-04-13,6877,5.58,0.0,0.0,5.58,0,0,258,777,2898
4702921684,2016-04-14,7860,6.37,0.0,0.0,6.37,0,0,271,772,2984
4702921684,2016-04-15,6506,5.28,0.07,0.42,4.79,1,8,256,944,2896
4702921684,2016-04-16,11140,9.03,0.24,1.25,7.54,3,24,335,556,3328
4702921684,2016-04-17,12692,10.29,0.96,3.46,5.88,12,66,302,437,3394
4702921684,2016-04-18,9105,7.38,1.82,1.49,4.07,22,30,191,890,3013
4702921684,2016-04-19,6708,5.44,0.88,0.37,4.19,10,8,179,757,2812
4702921684,2016-04-20,8793,7.13,0.16,1.23,5.73,2,29,260,717,3061
4702921684,2016-04-21,6530,5.3,0.31,2.05,2.94,4,41,144,901,2729
4702921684,2016-04-22,1664,1.35,0.0,0.0,1.35,0,0,72,1341,2241
4702921684,2016-04-23,15126,12.27,0.76,3.24,8.27,9,66,408,469,3691
4702921684,2016-04-24,15050,12.22,1.2,5.12,5.88,15,95,281,542,3538
4702921684,2016-04-25,9167,7.43,0.49,0.82,6.11,6,15,270,730,3064
4702921684,2016-04-26,6108,4.95,0.07,0.35,4.54,1,8,216,765,2784
4702921684,2016-04-27,7047,5.72,0.09,0.8,4.78,1,16,238,733,2908
4702921684,2016-04-28,9023,7.32,1.13,0.42,5.77,14,9,232,738,3033
4702921684,2016-04-29,9930,8.05,1.06,0.92,6.07,12,19,267,692,3165
